iter	RMSE
301	0.1424626788
302	0.1424533921
303	0.1424475248
304	0.1424403016
305	0.1424335035
306	0.1424281306
307	0.1424205251
308	0.1424122264
309	0.1424008699
310	0.142391723
311	0.1423827092
312	0.1423702925
313	0.1423610508
314	0.1423514246
315	0.1423471645
316	0.1423370311
317	0.1423279527
318	0.14231878
319	0.1423110469
320	0.142303865
321	0.1422976294
322	0.1422874752
323	0.1422787359
324	0.142269442
325	0.1422615121
326	0.1422558822
327	0.1422482117
328	0.1422411721
329	0.1422375814
330	0.1422350057
331	0.1422272142
332	0.1422196871
333	0.1422102807
334	0.1422048392
335	0.1421994596
336	0.1421902411
337	0.1421892394
338	0.1421838562
339	0.1421751956
340	0.142169046
341	0.1421582061
342	0.1421531151
343	0.1421529776
344	0.142145017
345	0.142136319
346	0.1421361806
347	0.1421270909
348	0.1421191437
349	0.1421104554
350	0.1421013834
351	0.1420956747
352	0.1420827336
353	0.1420737726
354	0.1420644034
355	0.1420556073
356	0.1420480507
357	0.1420399718
358	0.1420320394
359	0.1420238612
360	0.1420169107
361	0.1420116183
362	0.1420027916
363	0.1419961965
364	0.141987047
365	0.1419809549
366	0.1419728547
367	0.1419664437
368	0.1419602754
369	0.1419530014
370	0.1419474559
371	0.1419388142
372	0.1419333489
373	0.1419287743
374	0.1419227822
375	0.1419185149
376	0.1419095821
377	0.1418993201
378	0.1418890257
379	0.1418801331
380	0.1418712473
381	0.1418616377
382	0.141854849
383	0.1418524279
384	0.1418489866
385	0.1418433398
386	0.1418412971
387	0.1418375346
388	0.1418312115
389	0.1418241399
390	0.1418167084
391	0.1418113246
392	0.1418062262
393	0.1417998983
394	0.1417910894
395	0.1417830066
396	0.1417767695
397	0.1417672201
398	0.1417617731
399	0.1417524628
400	0.1417450407
401	0.1417326862
402	0.1417247305
403	0.1417182116
404	0.1417101866
405	0.1417049971
406	0.1417041668
407	0.1416982586
408	0.1416912448
409	0.141683741
410	0.1416731116
411	0.1416662127
412	0.1416599905
413	0.1416529832
414	0.1416509598
415	0.1416424149
416	0.1416337475
417	0.1416243523
418	0.1416167887
419	0.1416166811
420	0.1416165675
421	0.1416098453
422	0.1416031072
423	0.141597429
424	0.1415870701
425	0.1415835293
426	0.1415786279
427	0.1415699734
428	0.1415590109
429	0.1415513065
430	0.1415457152
431	0.141541692
432	0.141535431
433	0.1415271506
434	0.1415194718
435	0.1415115913
436	0.1415026287
437	0.14149395
438	0.14148348
439	0.1414833685
440	0.1414755274
441	0.1414717923
442	0.1414614569
443	0.1414541689
444	0.1414479517
445	0.141443214
446	0.1414345315
447	0.1414276199
448	0.1414221265
449	0.1414178138
450	0.1414093815
451	0.1414009577
452	0.1413937719
453	0.1413895879
454	0.1413833282
455	0.1413737395
456	0.1413647033
457	0.1413558676
458	0.1413484349
459	0.1413402642
460	0.1413334533
461	0.1413247952
462	0.1413145221
463	0.1413102374
464	0.1413035553
465	0.1412956202
466	0.1412876808
467	0.1412768552
468	0.1412678221
469	0.1412609394
470	0.1412533579
471	0.1412456448
472	0.1412370778
473	0.1412274168
474	0.141223657
475	0.1412188318
476	0.1412156549
477	0.1412074329
478	0.1412001207
479	0.1411916783
480	0.1411854589
481	0.1411811284
482	0.1411732896
483	0.1411654647
484	0.1411565397
485	0.1411449342
486	0.141139086
487	0.1411309978
488	0.1411225739
489	0.1411145366
490	0.1411068818
491	0.1410989964
492	0.141091955
493	0.1410873683
494	0.1410784936
495	0.1410720074
496	0.1410632876
497	0.1410554731
498	0.1410488332
499	0.1410438055
500	0.1410369547
501	0.1410304159
502	0.1410214292
503	0.1410137001
504	0.1410077033
505	0.1410018579
506	0.1409961022
507	0.1409870413
508	0.1409795153
509	0.1409771196
510	0.1409677068
511	0.1409569203
512	0.1409482886
513	0.1409428226
514	0.1409351224
515	0.1409281789
516	0.1409191497
517	0.1409102036
518	0.1409004621
519	0.1408956266
520	0.14088485
521	0.140884751
522	0.1408766562
523	0.1408652227
524	0.1408651278
525	0.1408611543
526	0.1408535625
527	0.1408502192
528	0.140843402
529	0.1408386476
530	0.1408297583
531	0.140820629
532	0.1408152652
533	0.1408128105
534	0.14080567
535	0.1407958671
536	0.1407880628
537	0.1407800595
538	0.1407727235
539	0.1407673406
540	0.1407574778
541	0.1407478933
542	0.1407427422
543	0.1407325023
544	0.1407229391
545	0.1407190506
546	0.1407149434
547	0.1407104549
548	0.1407032523
549	0.1406944766
550	0.140688556
551	0.1406800078
552	0.1406735454
553	0.1406672376
554	0.1406633384
555	0.1406525214
556	0.1406438138
557	0.1406385149
558	0.1406353431
559	0.14062634
560	0.1406171866
561	0.1406171011
562	0.1406103235
563	0.1406008669
564	0.1405931402
565	0.1405861571
566	0.1405812469
567	0.1405730436
568	0.1405671519
569	0.1405632953
570	0.1405533421
571	0.140543932
572	0.1405365015
573	0.1405300302
574	0.1405179539
575	0.1405094914
576	0.1405015095
577	0.140493494
578	0.1404838654
579	0.1404747593
580	0.1404666622
581	0.1404595264
582	0.1404550421
583	0.1404447656
584	0.1404387624
585	0.1404348983
586	0.1404286248
587	0.1404267613
588	0.1404161625
589	0.1404097297
590	0.1404056064
591	0.1404001987
592	0.1403914702
593	0.1403869894
594	0.1403787724
595	0.1403731436
596	0.1403640234
597	0.1403639422
598	0.140358819
599	0.1403517091
600	0.1403445802
601	0.1403406817
602	0.1403342973
603	0.1403328022
604	0.1403267646
605	0.1403218717
606	0.1403122023
607	0.1403067559
608	0.1402991791
609	0.1402912976
610	0.1402824435
611	0.1402766667
612	0.1402682463
613	0.1402600641
614	0.1402561249
615	0.1402523149
616	0.1402443167
617	0.1402370289
618	0.1402283607
619	0.1402192275
620	0.1402125627
621	0.1402108727
622	0.1402074204
623	0.140198004
624	0.1401946434
625	0.1401848719
626	0.1401797622
627	0.1401727682
628	0.1401716054
629	0.1401669977
630	0.140159917
631	0.1401504088
632	0.1401487382
633	0.1401377844
634	0.1401308639
635	0.1401230817
636	0.1401174039
637	0.1401091453
638	0.140103672
639	0.1401035818
640	0.1400983673
641	0.1400926217
642	0.1400876253
643	0.1400816879
644	0.1400744099
645	0.1400696863
646	0.1400602206
647	0.1400505069
648	0.1400412807
649	0.1400335372
650	0.1400324387
651	0.1400232222
652	0.1400141314
653	0.140006115
654	0.139998514
655	0.1399921076
656	0.1399856864
657	0.139978901
658	0.1399709376
659	0.1399640966
660	0.1399583508
661	0.1399532606
662	0.1399486008
663	0.1399396148
664	0.1399326506
665	0.1399293446
666	0.1399221714
667	0.139913011
668	0.1399079857
669	0.1399019889
670	0.1398932705
671	0.1398849231
672	0.1398758612
673	0.1398729802
674	0.1398688412
675	0.1398621562
676	0.139854576
677	0.1398545027
678	0.1398488837
679	0.1398441196
680	0.1398370854
681	0.1398258815
682	0.1398194272
683	0.1398132291
684	0.1398057417
685	0.1398014735
686	0.1397982942
687	0.1397918582
688	0.1397848421
689	0.1397775862
690	0.1397732924
691	0.1397677084
692	0.1397616484
693	0.1397536446
694	0.139748147
695	0.1397408348
696	0.1397342753
697	0.139728302
698	0.1397282193
699	0.1397239429
700	0.1397146854
701	0.1397101701
702	0.1397028299
703	0.1396992545
704	0.1396991871
705	0.1396917355
706	0.1396863568
707	0.1396773385
708	0.139669942
709	0.1396641167
710	0.1396553488
711	0.1396474903
712	0.1396390639
713	0.1396311584
714	0.1396275963
715	0.1396184392
716	0.1396105995
717	0.1396068861
718	0.1395978587
719	0.1395912939
720	0.1395845159
721	0.1395750398
722	0.1395680065
723	0.1395631693
724	0.1395547277
725	0.1395467698
726	0.1395429899
727	0.1395378559
728	0.1395316083
729	0.1395243127
730	0.1395163216
731	0.1395091546
732	0.1395023493
733	0.1394993853
734	0.1394916427
735	0.139491069
736	0.1394910087
737	0.1394830556
738	0.1394779695
739	0.1394694485
740	0.1394635172
741	0.139457771
742	0.1394510424
743	0.1394453808
744	0.1394386942
745	0.1394301556
746	0.1394199876
747	0.1394163127
748	0.1394088963
749	0.1394019866
750	0.1393919229
751	0.1393876614
752	0.1393830119
753	0.1393769376
754	0.139370381
755	0.1393641715
756	0.1393574898
757	0.1393516661
758	0.1393444627
759	0.139341018
760	0.1393372326
761	0.1393338329
762	0.1393295867
763	0.1393248941
764	0.1393187367
765	0.139313432
766	0.1393066548
767	0.1392988226
768	0.1392930115
769	0.1392902369
770	0.1392833553
771	0.1392762446
772	0.1392691815
773	0.1392616602
774	0.139252574
775	0.1392458815
776	0.1392388344
777	0.1392331744
778	0.1392270956
779	0.1392215268
780	0.1392146853
781	0.1392056426
782	0.1391977575
783	0.1391916703
784	0.1391877073
785	0.1391825676
786	0.13917831
787	0.1391762818
788	0.1391674038
789	0.1391607654
790	0.1391508879
791	0.1391446495
792	0.1391418696
793	0.1391355443
794	0.1391298927
795	0.139123384
796	0.1391184447
797	0.1391144263
798	0.1391137085
799	0.1391130398
800	0.139109626
801	0.1391018902
802	0.1390956405
803	0.1390924781
804	0.1390918494
805	0.1390870224
806	0.1390798057
807	0.1390727605
808	0.139070469
809	0.1390667194
810	0.1390601349
811	0.1390547027
812	0.13904644
813	0.1390457974
814	0.1390398628
815	0.1390393176
816	0.1390292164
817	0.1390231671
818	0.1390172172
819	0.1390124429
820	0.1390022113
821	0.1389964527
822	0.138991592
823	0.1389857868
824	0.1389794065
825	0.1389703971
826	0.1389632999
827	0.1389578727
828	0.1389499643
829	0.1389436204
830	0.1389352399
831	0.1389273164
832	0.1389183546
833	0.1389148245
834	0.1389098893
835	0.1389049409
836	0.1388979639
837	0.1388884149
838	0.1388808275
839	0.138874818
840	0.1388689585
841	0.1388619555
842	0.1388583065
843	0.1388541804
844	0.1388515076
845	0.1388438904
846	0.1388351722
847	0.1388242896
848	0.1388171458
849	0.1388150143
850	0.1388110125
851	0.1388047565
852	0.1387969441
853	0.1387912811
854	0.1387829548
855	0.1387752184
856	0.1387687276
857	0.1387605727
858	0.1387543136
859	0.1387501606
860	0.1387489563
861	0.1387437535
862	0.138736377
863	0.1387284121
864	0.1387199398
865	0.1387139653
866	0.1387053623
867	0.1386973653
868	0.1386910663
869	0.1386853196
870	0.1386797013
871	0.1386742709
872	0.1386674601
873	0.1386610446
874	0.1386540922
875	0.1386488836
876	0.138644402
877	0.138636206
878	0.1386303994
879	0.138623631
880	0.1386214198
881	0.1386127609
882	0.1386066953
883	0.1385994745
884	0.1385911845
885	0.1385855647
886	0.138578052
887	0.1385727337
888	0.1385670394
889	0.1385623979
890	0.1385533289
891	0.1385439405
892	0.1385354676
893	0.1385321112
894	0.1385277568
895	0.1385220763
896	0.1385169219
897	0.1385082024
898	0.1385006211
899	0.138496305
900	0.1384876405
901	0.1384808879
902	0.1384734616
903	0.1384680046
904	0.1384628089
905	0.1384603966
906	0.138454738
907	0.1384481611
908	0.1384406327
909	0.1384325829
910	0.1384278422
911	0.138424892
912	0.1384191722
913	0.1384116113
914	0.1384025375
915	0.1383965368
916	0.1383895202
917	0.1383824834
918	0.1383760772
919	0.1383690618
920	0.138363013
921	0.1383629531
922	0.1383583925
923	0.1383530871
924	0.1383463949
925	0.1383428361
926	0.1383395645
927	0.138333794
928	0.1383272544
929	0.1383199807
930	0.1383130041
931	0.138304464
932	0.1382965349
933	0.1382876069
934	0.1382833627
935	0.1382770326
936	0.138271359
937	0.1382669373
938	0.1382606977
939	0.1382530149
940	0.1382443712
941	0.1382356853
942	0.1382271187
943	0.1382199852
944	0.1382103997
945	0.1382059585
946	0.1382014309
947	0.138200415
948	0.1381904427
949	0.1381847088
950	0.1381785478
951	0.1381757347
952	0.1381705048
953	0.1381631201
954	0.1381577376
955	0.1381512299
956	0.1381425108
957	0.1381379288
958	0.1381321183
959	0.1381231168
960	0.1381174457
961	0.1381115759
962	0.1381062511
963	0.1380986528
964	0.1380935584
965	0.138087457
966	0.13807854
967	0.1380703323
968	0.1380629454
969	0.13805384
970	0.1380459847
971	0.1380377357
972	0.1380315365
973	0.1380250988
974	0.138019469
975	0.1380134993
976	0.1380097811
977	0.1380001116
978	0.1379920394
979	0.1379842027
980	0.137979574
981	0.1379740975
982	0.1379694532
983	0.1379671286
984	0.1379595499
985	0.1379540719
986	0.137947203
987	0.1379398126
988	0.1379338183
989	0.1379280311
990	0.1379228874
991	0.1379204358
992	0.1379151785
993	0.1379096823
994	0.1379069823
995	0.1379029899
996	0.1378965001
997	0.1378908851
998	0.1378837632
999	0.1378753415
